Chromosome,Start,End,cM,strand GRCm39,MGI ID,Feature Type,Symbol,Name
4,42255693,42256825,22.12,+,MGI:1349182,protein coding gene,Ccl21b,C-C motif chemokine ligand 21B (leucine)
6,83985572,84188042,36.14,+,MGI:1349385,protein coding gene,Dysf,dysferlin
19,52252735,52253453,46.76,+,MGI:96572,protein coding gene,Ins1,insulin I
7,142232393,142233463,88,-,MGI:96573,protein coding gene,Ins2,insulin II
2,120398152,120431736,60.37,+,MGI:109356,protein coding gene,Snap23,synaptosomal-associated protein 23
16,35759360,35792975,25.43,+,MGI:1933117,protein coding gene,Parp9,"poly (ADP-ribose) polymerase family, member 9"
11,95152355,95160091,59.01,+,MGI:1931130,protein coding gene,Tac4,tachykinin 4
14,45088692,45096832,22.59,-,MGI:102966,protein coding gene,Ptgdr,prostaglandin D receptor
7,47238698,47251120,30.91,-,MGI:2684085,protein coding gene,Mrgpra3,"MAS-related GPR, member A3"
10,44313173,44404497,23.24,-,MGI:99655,protein coding gene,Prdm1,"PR domain containing 1, with ZNF domain"
5,96941244,96993827,47.29,+,MGI:1201378,protein coding gene,Anxa3,annexin A3
17,29333119,29367954,15.14,+,MGI:3045302,protein coding gene,Rab44,"RAB44, member RAS oncogene family"
19,59249328,59284444,54.64,+,MGI:106677,protein coding gene,Slc18a2,"solute carrier family 18 (vesicular monoamine), member 2"
4,128777837,128805119,62.38,+,MGI:1914775,protein coding gene,Trim62,tripartite motif-containing 62
7,45522264,45533150,29.57,+,MGI:1915387,protein coding gene,Kdelr1,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
5,140858745,140986337,79.42,-,MGI:1916978,protein coding gene,Card11,"caspase recruitment domain family, member 11"
7,48200713,48207834,31.11,-,MGI:2441674,protein coding gene,Mrgprb2,"MAS-related GPR, member B2"
5,38434748,38461560,20.35,+,MGI:2388363,protein coding gene,Otop1,otopetrin 1
8,121463097,121483433,70.05,+,MGI:96395,protein coding gene,Irf8,interferon regulatory factor 8
19,34469718,34504874,29.7,-,MGI:96789,protein coding gene,Lipa,lysosomal acid lipase A
19,42078909,42110526,35.74,+,MGI:1934031,protein coding gene,Pi4k2a,phosphatidylinositol 4-kinase type 2 alpha
8,112720075,112737955,58.27,-,MGI:1934754,protein coding gene,Kars1,lysyl-tRNA synthetase 1
3,109247969,109593014,48.13,+,MGI:1888518,protein coding gene,Vav3,vav 3 oncogene
17,15587616,15597134,8.95,-,MGI:104659,protein coding gene,Dll1,delta like canonical Notch ligand 1
13,54519162,54531730,28.59,+,MGI:104726,protein coding gene,Cplx2,complexin 2
16,35653244,35691914,25.43,-,MGI:1919489,protein coding gene,Parp14,"poly (ADP-ribose) polymerase family, member 14"
11,68979354,68983207,42.36,+,MGI:1313277,protein coding gene,Vamp2,vesicle-associated membrane protein 2
17,57452997,57456777,29.69,-,MGI:1195273,protein coding gene,Cd70,CD70 antigen
2,25356721,25360058,17.28,-,MGI:99261,protein coding gene,Ptgds,prostaglandin D2 synthase (brain)
7,,,30.88,,MGI:3033102,protein coding gene,Mrgpra5,"MAS-related GPR, member A5"
UN,,,,,MGI:3033109,protein coding gene,Mrgpra7,"MAS-related GPR, member A7"
7,48093861,48106090,31.11,-,MGI:3033115,protein coding gene,Mrgprb1,"MAS-related GPR, member B1"
7,48292611,48293549,31.11,-,MGI:3033117,protein coding gene,Mrgprb3,"MAS-related GPR, member B3"
7,47847961,47848926,31.11,-,MGI:3033119,protein coding gene,Mrgprb4,"MAS-related GPR, member B4"
7,47817765,47818733,31.11,-,MGI:3033121,protein coding gene,Mrgprb5,"MAS-related GPR, member B5"
7,48038274,48039396,31.11,+,MGI:3033134,protein coding gene,Mrgprb8,"MAS-related GPR, member B8"
7,48128367,48149018,31.11,-,MGI:3588270,protein coding gene,Mrgprx2,"MAS-related GPR, member X2"
6,39580171,39702397,18.43,-,MGI:88190,protein coding gene,Braf,Braf transforming gene
9,57533929,57560758,31.18,-,MGI:88537,protein coding gene,Csk,c-src tyrosine kinase
10,28544356,28759814,16.06,+,MGI:2443552,protein coding gene,Themis,thymocyte selection associated
16,92398354,92622962,53.7,-,MGI:99852,protein coding gene,Runx1,runt related transcription factor 1
11,106202167,106205388,68.89,-,MGI:96431,protein coding gene,Cd79b,CD79B antigen
13,56627090,56630059,30.06,-,MGI:96563,protein coding gene,Il9,interleukin 9
7,126895432,126934310,69.44,+,MGI:96606,protein coding gene,Itgal,integrin alpha L
11,46215977,46280342,27.75,-,MGI:96621,protein coding gene,Itk,IL2 inducible T cell kinase
3,135290416,135397308,62.82,-,MGI:97312,protein coding gene,Nfkb1,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105"
14,30317311,30348167,18.82,-,MGI:97598,protein coding gene,Prkcd,"protein kinase C, delta"
5,28661838,28672099,14.39,-,MGI:98297,protein coding gene,Shh,sonic hedgehog
17,80701181,80787882,50.67,-,MGI:98354,protein coding gene,Sos1,SOS Ras/Rac guanine nucleotide exchange factor 1
17,31426847,31465866,15.84,+,MGI:1926074,protein coding gene,Ubash3a,"ubiquitin associated and SH3 domain containing, A"
10,95351024,95381520,49.41,+,MGI:1934835,protein coding gene,Ube2n,ubiquitin-conjugating enzyme E2N
15,44482571,44504911,16.91,+,MGI:1859920,protein coding gene,Ebag9,estrogen receptor-binding fragment-associated gene 9
16,17269851,17305298,10.82,+,MGI:104686,protein coding gene,Crkl,v-crk avian sarcoma virus CT10 oncogene homolog-like
16,19765242,19801766,12.32,-,MGI:2686922,protein coding gene,Klhl6,kelch-like 6
2,91763169,91806209,50.63,-,MGI:1278339,protein coding gene,Dgkz,diacylglycerol kinase zeta
7,24596922,24601283,13.49,+,MGI:101774,protein coding gene,Cd79a,CD79A antigen (immunoglobulin-associated alpha)
19,12773557,12811171,8.73,+,MGI:2147677,protein coding gene,Lpxn,leupaxin
4,88768324,88768893,42.04,+,MGI:107668,protein coding gene,Ifna1,interferon alpha 1
17,7005530,7050179,4.38,-,MGI:98931,protein coding gene,Ezr,ezrin
14,79718632,79819931,42.67,+,MGI:107180,protein coding gene,Elf1,E74 like ETS transcription factor 1
2,25463442,25465236,17.44,-,MGI:1922704,protein coding gene,Phpt1,phosphohistidine phosphatase 1
3,87343084,87407985,38.19,+,MGI:3053558,protein coding gene,Fcrl5,Fc receptor-like 5
5,138340223,138341819,,+,MGI:5596028,protein coding gene,Pvrig,poliovirus receptor related immunoglobulin domain containing
14,63610285,63654486,33.25,-,MGI:88169,protein coding gene,Blk,B lymphoid kinase
3,142300608,142324940,66.69,+,MGI:95666,protein coding gene,Gbp2b,guanylate binding protein 2b
13,15638308,15904611,5.43,+,MGI:95729,protein coding gene,Gli3,GLI-Kruppel family member GLI3
3,142236103,142255910,66.69,+,MGI:2444421,protein coding gene,Gbp7,guanylate binding protein 7
4,134847963,134905301,67.19,+,MGI:102672,protein coding gene,Runx3,runt related transcription factor 3
12,25143798,25146091,8.57,-,MGI:96397,protein coding gene,Id2,inhibitor of DNA binding 2
1,74984474,74990831,38.55,-,MGI:96533,protein coding gene,Ihh,Indian hedgehog
19,43600764,43604331,36.67,+,MGI:97348,protein coding gene,Nkx2-3,NK2 homeobox 3
X,20791693,20797794,16.44,-,MGI:97545,protein coding gene,Cfp,complement factor properdin
10,61133612,61140459,32.18,+,MGI:97551,protein coding gene,Prf1,perforin 1 (pore forming protein)
7,121888327,122233625,65.75,+,MGI:97596,protein coding gene,Prkcb,"protein kinase C, beta"
16,10099613,10131832,5.54,-,MGI:1098726,protein coding gene,Emp2,epithelial membrane protein 2
3,142265787,142278970,66.69,+,MGI:1926263,protein coding gene,Gbp3,guanylate binding protein 3
2,156939454,156977016,78,-,MGI:1927468,protein coding gene,Samhd1,"SAM domain and HD domain, 1"
15,82880937,82917598,39.01,-,MGI:1921289,protein coding gene,Nfam1,Nfat activating molecule with ITAM motif 1
4,101944740,102464456,46.99,+,MGI:99557,protein coding gene,Pde4b,"phosphodiesterase 4B, cAMP specific"
8,105897306,105944621,53.04,+,MGI:99851,protein coding gene,Cbfb,core binding factor beta
16,10601672,10603400,5.81,-,MGI:1354910,protein coding gene,Socs1,suppressor of cytokine signaling 1
15,54274170,54329754,21.15,+,MGI:3606482,protein coding gene,Colec10,collectin sub-family member 10
12,28644172,28673376,10.98,-,MGI:1918943,protein coding gene,Colec11,collectin sub-family member 11
1,165616250,165704846,73.14,+,MGI:88334,protein coding gene,Cd247,CD247 antigen
4,132509148,132523675,65.9,-,MGI:2446213,protein coding gene,Themis2,thymocyte selection associated family member 2
3,107648364,107667785,,-,MGI:1339753,protein coding gene,Csf1,colony stimulating factor 1 (macrophage)
7,99127103,99132916,54.07,-,MGI:1350917,protein coding gene,Rps3,ribosomal protein S3
16,16678535,16681849,10.45,-,MGI:96529,protein coding gene,Igll1,immunoglobulin lambda-like polypeptide 1
10,99851492,99936278,51.4,+,MGI:96974,protein coding gene,Kitl,kit ligand
8,93553920,93580049,44.99,+,MGI:97009,protein coding gene,Mmp2,matrix metallopeptidase 2
5,134248907,134258479,74.47,-,MGI:97283,protein coding gene,Ncf1,neutrophil cytosolic factor 1
2,52318332,52566816,29.98,-,MGI:103301,protein coding gene,Cacnb4,"calcium channel, voltage-dependent, beta 4 subunit"
X,162975838,163041189,76.12,-,MGI:1101778,protein coding gene,Bmx,BMX non-receptor tyrosine kinase
16,48551137,48592384,30.75,-,MGI:1924897,protein coding gene,Trat1,T cell receptor associated transmembrane adaptor 1
14,52532298,52542585,26.88,-,MGI:1927165,protein coding gene,Mettl3,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit"
2,173048405,173060715,95.83,-,MGI:1927449,protein coding gene,Zbp1,Z-DNA binding protein 1
2,28531240,28581179,19.38,+,MGI:1929183,protein coding gene,Tsc1,TSC complex subunit 1
2,181029555,181101219,103.63,-,MGI:1919397,protein coding gene,Zbtb46,zinc finger and BTB domain containing 46
2,181023028,181025421,103.63,+,MGI:1919949,protein coding gene,Lime1,Lck interacting transmembrane adaptor 1
8,72161031,72178360,34.43,-,MGI:1921265,protein coding gene,Fcho1,FCH domain only 1
13,108790711,110092503,59.69,+,MGI:99555,protein coding gene,Pde4d,"phosphodiesterase 4D, cAMP specific"
7,45111121,45116322,29.32,-,MGI:99702,protein coding gene,Bax,BCL2-associated X protein
2,168318330,168443577,88.91,-,MGI:102463,protein coding gene,Nfatc2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2"
16,22769822,22780406,13.79,+,MGI:2146636,protein coding gene,Hrg,histidine-rich glycoprotein
5,72913059,73025826,38.44,-,MGI:98662,protein coding gene,Tec,tec protein tyrosine kinase
5,44026153,44069714,23.85,+,MGI:107474,protein coding gene,Cd38,CD38 antigen
7,16576827,16604386,9.15,+,MGI:2141917,protein coding gene,Prkd2,protein kinase D2
1,46846704,46932012,24.07,-,MGI:1914515,protein coding gene,Slc39a10,"solute carrier family 39 (zinc transporter), member 10"
19,11227043,11243513,8.19,-,MGI:88321,protein coding gene,Ms4a1,"membrane-spanning 4-domains, subfamily A, member 1"
X,52077014,52110536,29.31,+,MGI:96217,protein coding gene,Hprt1,hypoxanthine phosphoribosyltransferase 1
11,103007151,103010551,66.71,+,MGI:2385923,protein coding gene,Hexim1,hexamethylene bis-acetamide inducible 1
1,173501241,173525961,80.57,+,MGI:2442822,protein coding gene,Ifi208,interferon activated gene 208
X,73436896,73497460,38,+,MGI:1338074,protein coding gene,Ikbkg,inhibitor of kappaB kinase gamma
10,79951637,79966516,39.72,+,MGI:1341870,protein coding gene,Stk11,serine/threonine kinase 11
12,44252680,44256851,20.71,-,MGI:1351618,protein coding gene,Dnajb9,DnaJ heat shock protein family (Hsp40) member B9
1,173747973,173770238,80.76,-,MGI:96428,protein coding gene,Ifi203,interferon activated gene 203
1,173574859,173594509,80.63,-,MGI:96429,protein coding gene,Ifi204,interferon activated gene 204
2,101468627,101479846,53.88,-,MGI:97848,protein coding gene,Rag1,recombination activating 1
13,21363615,21378894,7.67,+,MGI:97904,protein coding gene,Trim27,tripartite motif-containing 27
4,88738196,88738768,42.03,+,MGI:109210,protein coding gene,Ifna11,interferon alpha 11
14,56496295,56499717,28.19,-,MGI:109267,protein coding gene,Gzmb,granzyme B
13,102830055,102843139,54.92,+,MGI:1194924,protein coding gene,Cd180,CD180 antigen
8,111468461,111532556,57.68,-,MGI:1923777,protein coding gene,Il34,interleukin 34
7,103949101,103964673,55.69,-,MGI:1923931,protein coding gene,Trim12a,tripartite motif-containing 12A
17,34596106,34605002,17.98,+,MGI:1932027,protein coding gene,Btnl1,butyrophilin-like 1
17,34726778,34736326,18.1,-,MGI:1932038,protein coding gene,Btnl6,butyrophilin-like 6
1,173458483,173475494,80.54,+,MGI:2138243,protein coding gene,Ifi209,interferon activated gene 209
1,173550993,173569313,80.61,-,MGI:2138302,protein coding gene,Ifi207,interferon activated gene 207
2,166877713,166904935,87.22,-,MGI:2138982,protein coding gene,Znfx1,"zinc finger, NFX1-type containing 1"
X,7760758,7765508,3.56,-,MGI:1859638,protein coding gene,Pqbp1,polyglutamine binding protein 1
3,89622329,89660753,39.19,+,MGI:1889575,protein coding gene,Adar,"adenosine deaminase, RNA-specific"
8,83058261,83129851,39.33,-,MGI:103014,protein coding gene,Il15,interleukin 15
6,117145496,117158328,54.81,+,MGI:103556,protein coding gene,Cxcl12,C-X-C motif chemokine ligand 12
1,72346586,72434111,36.5,+,MGI:104517,protein coding gene,Xrcc5,X-ray repair complementing defective repair in Chinese hamster cells 5
16,56942077,56974893,34.22,+,MGI:106295,protein coding gene,Tomm70a,translocase of outer mitochondrial membrane 70A
4,88520817,88521613,42.01,-,MGI:2676324,protein coding gene,Ifna12,interferon alpha 12
4,88561878,88562696,42.02,-,MGI:2667155,protein coding gene,Ifna13,interferon alpha 13
4,88797775,88798438,42.04,-,MGI:2667156,protein coding gene,Ifne,interferon epsilon
4,35152056,35154005,17.08,+,MGI:2683287,protein coding gene,Ifnk,interferon kappa
9,88605341,88613903,47.24,-,MGI:1278325,protein coding gene,Bcl2a1d,B cell leukemia/lymphoma 2 related protein A1d
18,35695191,35726888,19.14,+,MGI:1298379,protein coding gene,Matr3,matrin 3
3,129695074,129707752,59.5,+,MGI:1312921,protein coding gene,Casp6,caspase 6
1,173839564,173859376,80.83,-,MGI:101847,protein coding gene,Ifi205,interferon activated gene 205
9,92157655,92179805,48.35,+,MGI:1270860,protein coding gene,Plscr2,phospholipid scramblase 2
4,88510050,88510622,42.01,-,MGI:107659,protein coding gene,Ifna9,interferon alpha 9
4,88745653,88746222,42.03,+,MGI:107662,protein coding gene,Ifna6,interferon alpha 6
4,88760098,88760658,42.03,+,MGI:107664,protein coding gene,Ifna4,interferon alpha 4
4,88601444,88602016,42.02,-,MGI:107666,protein coding gene,Ifna2,interferon alpha 2
X,106440801,106446966,47.52,-,MGI:107706,protein coding gene,Itm2a,integral membrane protein 2A
8,84393165,84425808,40.22,-,MGI:108022,protein coding gene,Pkn1,protein kinase N1
7,104119221,104157056,55.69,-,MGI:3035181,protein coding gene,Trim30d,tripartite motif-containing 30D
17,74733254,74766140,45.64,-,MGI:3036243,protein coding gene,Nlrc4,"NLR family, CARD domain containing 4"
1,173723911,173740612,80.74,-,MGI:3041120,protein coding gene,Ifi211,interferon activated gene 211
X,100473080,100492199,44.14,+,MGI:1855692,protein coding gene,Nono,"non-POU-domain-containing, octamer binding protein"
1,173296051,173318607,80.41,-,MGI:3646410,protein coding gene,Ifi206,interferon activated gene 206
7,103912593,103937301,55.69,-,MGI:3646853,protein coding gene,Trim5,tripartite motif-containing 5
9,56979324,57035650,30.89,+,MGI:107157,protein coding gene,Sin3a,"transcriptional regulator, SIN3A (yeast)"
1,173348877,173363523,80.45,-,MGI:3584522,protein coding gene,Ifi214,interferon activated gene 214
1,173393849,173426840,80.49,-,MGI:3695276,protein coding gene,Ifi213,interferon activated gene 213
4,42114817,42115917,22.26,+,MGI:3710514,protein coding gene,Ccl21f,C-C motif chemokine ligand 21F
4,42612123,42613253,22.7,+,MGI:3711256,protein coding gene,Ccl21e,C-C motif chemokine ligand 21E
14,56959898,57015775,28.4,-,MGI:1913895,protein coding gene,Pspc1,paraspeckle protein 1
18,35780320,35782420,19.19,-,MGI:1917066,protein coding gene,Mzb1,marginal zone B and B1 cell-specific protein 1
4,126915117,126930806,61.2,+,MGI:1918764,protein coding gene,Sfpq,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)
4,41903610,41904743,,+,MGI:5434896,protein coding gene,Ccl21d,C-C motif chemokine ligand 21D
7,103987961,104002569,55.69,-,MGI:4821183,protein coding gene,Trim12c,tripartite motif-containing 12C
7,104004605,104007853,55.69,-,MGI:4821256,protein coding gene,Trim30b,tripartite motif-containing 30B
7,104031272,104050044,55.69,-,MGI:4821257,protein coding gene,Trim30c,tripartite motif-containing 30C
1,173684786,173708038,80.71,-,MGI:3780953,protein coding gene,Mndal,myeloid nuclear differentiation antigen like
4,88700368,88701829,42.03,+,MGI:2448469,protein coding gene,Ifnz,interferon zeta
12,21373510,21423633,8.3,-,MGI:1096335,protein coding gene,Adam17,a disintegrin and metallopeptidase domain 17
2,152158254,152174573,74.83,-,MGI:1344372,protein coding gene,Rbck1,RanBP-type and C3HC4-type zinc finger containing 1
5,136247001,136275410,75.93,-,MGI:1345171,protein coding gene,Sh2b2,SH2B adaptor protein 2
15,6552334,6692794,3.19,+,MGI:1346327,protein coding gene,Fyb1,FYN binding protein 1
19,40917371,40982664,34.26,-,MGI:96878,protein coding gene,Blnk,B cell linker
3,102965643,102975230,45.25,+,MGI:97376,protein coding gene,Nras,neuroblastoma ras oncogene
3,89325858,89337336,39.11,+,MGI:98296,protein coding gene,Shc1,src homology 2 domain-containing transforming protein C1
4,88608836,88609505,42.02,-,MGI:1097683,protein coding gene,Ifnab,interferon alpha B
14,55829199,55841131,28.19,+,MGI:1934704,protein coding gene,Rnf31,ring finger protein 31
1,131794962,131800625,57.21,+,MGI:2385107,protein coding gene,Rab29,"RAB29, member RAS oncogene family"
11,114813605,114825197,80.55,-,MGI:2685099,protein coding gene,Cd300lb,CD300 molecule like family member B
17,35354154,35366298,18.59,+,MGI:1919439,protein coding gene,Bag6,BCL2-associated athanogene 6
11,33996928,34042281,19.43,+,MGI:1321402,protein coding gene,Lcp2,lymphocyte cytosolic protein 2
